# Data for the a4a model 
# Full age range
 1 10 
# Full year range
 1957 2017 
# Number of surveys
 1 
# Survey min ages
 1 
# Survey max ages
 10 
# Survey time as a fraction into the year (one for each survey)
 0.6453376 
# fbar range
 2 6 
# Last age group considered plus group 0=no 1=yes
 1 
# Number of observations
 830 
# Observation data frame 
# fleet	year	age	observation	weights
1	2008	2	2.1938123345237	1
1	2008	3	1.4226936074968	1
1	2008	4	0.585954636468053	1
1	2008	5	0.241289183440017	1
1	2008	6	-1.15074735561216	1
1	2008	7	-0.699602709140287	1
1	2008	8	-2.77406351538995	1
1	2008	9	-3.61859137100742	1
1	2008	10	-2.97604104652753	1
1	2009	1	1.75362778693932	1
1	2009	2	1.81421268598242	1
1	2009	3	1.74430942216361	1
1	2009	4	0.664451827339906	1
1	2009	5	-0.125938816160168	1
1	2009	6	-0.379475463281047	1
1	2009	7	-1.71701762920956	1
1	2009	8	-1.58406838361363	1
1	2009	9	-3.93900889293727	1
1	2009	10	-2.78469200085964	1
1	2010	1	1.97289034917629	1
1	2010	2	1.58651407401473	1
1	2010	3	1.46643629623705	1
1	2010	4	1.25938125954643	1
1	2010	5	0.0230655209809516	1
1	2010	6	-0.745281046320432	1
1	2010	7	-0.917060008307335	1
1	2010	8	-2.54918608114013	1
1	2010	9	-2.6003291697041	1
1	2010	10	-2.65768808107302	1
1	2011	1	1.7314947052941	1
1	2011	2	1.8030488370795	1
1	2011	3	1.46677028359885	1
1	2011	4	1.15648217952142	1
1	2011	5	0.703170592759284	1
1	2011	6	-0.542218590884973	1
1	2011	7	-1.32144154058562	1
1	2011	8	-1.70973670380259	1
1	2011	9	-3.37766112672198	1
1	2011	10	-2.06404838733211	1
1	2012	1	1.22115697488588	1
1	2012	2	1.96105389999289	1
1	2012	3	1.85097569789613	1
1	2012	4	1.12931840653081	1
1	2012	5	0.661828961630805	1
1	2012	6	0.156263958473673	1
1	2012	7	-1.24213248382692	1
1	2012	8	-2.07315102930698	1
1	2012	9	-2.34892469853025	1
1	2012	10	-1.95466118464321	1
1	2013	1	1.49809264659238	1
1	2013	2	1.81124661986499	1
1	2013	3	2.01465255325643	1
1	2013	4	1.42159275891563	1
1	2013	5	0.629038544647095	1
1	2013	6	0.0498856084862016	1
1	2013	7	-0.614647151050463	1
1	2013	8	-1.90430754672439	1
1	2013	9	-2.61234432512454	1
1	2013	10	-1.58057046744691	1
1	2014	1	1.97578026011594	1
1	2014	2	1.98136826706826	1
1	2014	3	1.75336968037865	1
1	2014	4	1.57789150982467	1
1	2014	5	0.875240733234953	1
1	2014	6	-0.040138578168964	1
1	2014	7	-0.65443352466766	1
1	2014	8	-1.21832795352227	1
1	2014	9	-2.51519521758313	1
1	2014	10	-1.44526830358521	1
1	2015	1	1.48523175111831	1
1	2015	2	2.05742494465445	1
1	2015	3	1.82361696042444	1
1	2015	4	1.37221638400127	1
1	2015	5	1.00316844453599	1
1	2015	6	0.222364696994896	1
1	2015	7	-0.644990603610509	1
1	2015	8	-1.31114528543095	1
1	2015	9	-2.01121294465933	1
1	2015	10	-1.36472468439439	1
1	2016	1	1.493762850181	1
1	2016	2	1.36377097645921	1
1	2016	3	1.91221351427861	1
1	2016	4	1.46761551440872	1
1	2016	5	0.815482663963421	1
1	2016	6	0.415342450583408	1
1	2016	7	-0.382086487588625	1
1	2016	8	-1.43667821606898	1
1	2016	9	-2.25432093136411	1
1	2016	10	-1.20171640327803	1
1	2017	1	1.38010373958081	1
1	2017	2	1.60210805618181	1
1	2017	3	1.34250943795273	1
1	2017	4	1.51581893714597	1
1	2017	5	0.959620176732045	1
1	2017	6	0.284069810638332	1
1	2017	7	-0.299650106667679	1
1	2017	8	-1.30182053693614	1
1	2017	9	-2.42250393688728	1
1	2017	10	-1.18123449918334	1
2	1996	1	2.28279404018058	1
2	1996	2	2.21618307943958	1
2	1996	3	0.720233010954384	1
2	1996	4	-0.351008022661855	1
2	1996	5	-0.619322411499313	1
2	1996	6	-1.47021819204438	1
2	1996	7	-2.28383955597392	1
2	1996	8	-2.96424383949423	1
2	1996	9	-3.6376614521134	1
2	1996	10	-1.90312342111942	1
2	1997	1	3.51115033651977	1
2	1997	2	1.82664061876984	1
2	1997	3	0.964462211483165	1
2	1997	4	-0.44893309541107	1
2	1997	5	-1.49529903166789	1
2	1997	6	-1.74846693380474	1
2	1997	7	-2.77673929682332	1
2	1997	8	-2.53743874826777	1
2	1997	9	-4.41504009881953	1
2	1997	10	-2.73182208455109	1
2	1998	1	2.58911660979841	1
2	1998	2	3.45663628288189	1
2	1998	3	1.3001182128119	1
2	1998	4	0.02250467953687	1
2	1998	5	-1.3908253062633	1
2	1998	6	-1.92329178555284	1
2	1998	7	-2.43860296726925	1
2	1998	8	-2.59912923552357	1
2	1998	9	-3.5895901971683	1
2	1998	10	-3.04392865909959	1
2	1999	1	2.85253264032355	1
2	1999	2	1.92654056359275	1
2	1999	3	2.43704081210486	1
2	1999	4	0.069886430760965	1
2	1999	5	-0.855518228470681	1
2	1999	6	-2.32551333956413	1
2	1999	7	-3.29943387651437	1
2	1999	8	-3.41261935872055	1
2	1999	9	-4.17591849817746	1
2	1999	10	-4.40837528265002	1
2	2000	1	2.79385978114276	1
2	2000	2	2.1129858505311	1
2	2000	3	1.25605414831474	1
2	2000	4	1.34942581632632	1
2	2000	5	-1.43957821716512	1
2	2000	6	-2.47497856490352	1
2	2000	7	-3.1653650818377	1
2	2000	8	-3.2963286404067	1
2	2000	9	-5.10628214673427	1
2	2000	10	-3.79716305265652	1
2	2001	1	2.42518103020468	1
2	2001	2	2.02861223507908	1
2	2001	3	0.96285485536579	1
2	2001	4	0.290729242469372	1
2	2001	5	0.289581741976948	1
2	2001	6	-2.26216574440784	1
2	2001	7	-3.35370205745046	1
2	2001	8	-3.58239027908134	1
2	2001	9	-3.85611790437773	1
2	2001	10	-3.42243812297725	1
2	2002	1	3.94778870688911	1
2	2002	2	1.83894196335649	1
2	2002	3	0.977976402466065	1
2	2002	4	0.364393524797804	1
2	2002	5	-0.226080532018613	1
2	2002	6	-0.517171388043749	1
2	2002	7	-2.27171833224985	1
2	2002	8	-2.9994995252344	1
2	2002	9	-4.1009961472374	1
2	2002	10	-2.55165063546068	1
2	2003	1	2.52044755017613	1
2	2003	2	2.85316221443773	1
2	2003	3	0.965142214504726	1
2	2003	4	0.266787134863931	1
2	2003	5	-0.48330200773225	1
2	2003	6	-1.02254196810172	1
2	2003	7	-1.03432584635925	1
2	2003	8	-3.60867898217085	1
2	2003	9	-3.89134065362367	1
2	2003	10	-2.32297803140856	1
2	2004	1	2.83969489266967	1
2	2004	2	1.63035494549441	1
2	2004	3	1.90229021738567	1
2	2004	4	0.130679765228209	1
2	2004	5	-0.538211569589313	1
2	2004	6	-1.08185617202236	1
2	2004	7	-1.66741826523662	1
2	2004	8	-1.2787642203209	1
2	2004	9	-4.10641508797072	1
2	2004	10	-2.49140916219768	1
2	2005	1	2.67319608495135	1
2	2005	2	2.35138220973256	1
2	2005	3	0.577835240659351	1
2	2005	4	0.968151824614398	1
2	2005	5	-1.0488150951268	1
2	2005	6	-0.918616707926746	1
2	2005	7	-1.944799017798	1
2	2005	8	-3.4867725229383	1
2	2005	9	-1.12493480350541	1
2	2005	10	-1.91449638508776	1
2	2006	1	2.77368563816083	1
2	2006	2	1.85015975583682	1
2	2006	3	1.34529155279686	1
2	2006	4	-0.0897930548629073	1
2	2006	5	0.376347523162409	1
2	2006	6	-1.49411374272716	1
2	2006	7	-1.25304941209741	1
2	2006	8	-3.26654036335351	1
2	2006	9	-3.00717999723519	1
2	2006	10	-1.31189588990495	1
2	2007	1	3.48696821743361	1
2	2007	2	2.11197591530416	1
2	2007	3	1.40435537806121	1
2	2007	4	1.12466650054479	1
2	2007	5	-0.424686187127611	1
2	2007	6	-0.0279634955694483	1
2	2007	7	-2.21192990971621	1
2	2007	8	-1.4369183768626	1
2	2007	9	-3.58821524659298	1
2	2007	10	-0.964996065901603	1
2	2008	1	3.27546062966004	1
2	2008	2	2.86477846710991	1
2	2008	3	1.57794530242813	1
2	2008	4	0.896310841826963	1
2	2008	5	0.530981799334096	1
2	2008	6	-1.01291858250624	1
2	2008	7	-0.603730466274486	1
2	2008	8	-2.18446831485321	1
2	2008	9	-1.72645379607528	1
2	2008	10	-1.05120225532841	1
2	2009	1	3.21428980619143	1
2	2009	2	2.16917918015	1
2	2009	3	2.026035727931	1
2	2009	4	0.671289036233829	1
2	2009	5	0.174238838046592	1
2	2009	6	-0.0211926812478849	1
2	2009	7	-1.38815585419351	1
2	2009	8	-0.591186947092637	1
2	2009	9	-2.24299824285457	1
2	2009	10	-0.806193048372774	1
2	2010	1	3.44129272696478	1
2	2010	2	2.36435274633251	1
2	2010	3	1.65770609115761	1
2	2010	4	1.34392584286531	1
2	2010	5	0.163057118984844	1
2	2010	6	-0.422985453635949	1
2	2010	7	-0.408957445138842	1
2	2010	8	-1.48218500410824	1
2	2010	9	-0.979406526634294	1
2	2010	10	-0.645084465551896	1
2	2011	1	3.889590381137	1
2	2011	2	2.78314088806168	1
2	2011	3	1.93690108548126	1
2	2011	4	1.26093383908801	1
2	2011	5	0.848918425486631	1
2	2011	6	-0.287935185606042	1
2	2011	7	-1.05013879131237	1
2	2011	8	-0.477035729659422	1
2	2011	9	-2.40577429026379	1
2	2011	10	-0.398249272236344	1
2	2012	1	3.12279932142015	1
2	2012	2	3.1940203201522	1
2	2012	3	2.68765735715424	1
2	2012	4	1.75618494324925	1
2	2012	5	1.11942467320754	1
2	2012	6	0.648798065499228	1
2	2012	7	-0.520645528032333	1
2	2012	8	-0.795311207213631	1
2	2012	9	-0.519606181136446	1
